ID,User ID,Message,Response,Type,Timestamp,Response Time (ms)
132,1,all good?,"All good, thank you for asking! How can I assist you today?",CHAT,2026-01-22 04:50:19,N/A
131,1,hi,Hello! How can I assist you today?,CHAT,2026-01-22 04:50:19,N/A
135,1,hello,Hello! How can I assist you today?,CHAT,2026-01-22 04:49:22,N/A
134,1,he,Hello! How can I assist you today?,CHAT,2026-01-22 04:49:22,N/A
130,1,hello,Hello! How can I assist you today?,CHAT,2026-01-22 04:49:22,N/A
129,1,he,Hello! How can I assist you today?,CHAT,2026-01-22 04:49:22,N/A
133,1,hi,Hello! Welcome to Dnext. How can I assist you today?,CHAT,2026-01-22 04:48:27,N/A
128,1,hi,Hello! Welcome to Dnext. How can I assist you today?,CHAT,2026-01-22 04:48:27,N/A
127,1,hello,Hello! How can I assist you today?,CHAT,2026-01-22 04:38:37,N/A
126,1,hi,Hello! How can I assist you today?,CHAT,2026-01-22 04:27:30,N/A
125,1,hi,Hello! How can I assist you today?,CHAT,2026-01-22 04:27:30,N/A
124,1,hi,Hello! How can I assist you today?,CHAT,2026-01-22 04:25:03,N/A
123,1,hi,Hello! How can I assist you today?,CHAT,2026-01-22 04:17:02,N/A
122,1,how to downlaod a dataset ?,"Certainly! Here’s how you can download a dataset from the DNEXT platform.

---

## Downloading a Dataset via the DNEXT Web Platform

**Prerequisites:**
- You must have access to the DNEXT platform and be logged in.

**Steps:**

1. **Navigate to Datasets**
   - Go to the top-left menu and select **""Datasets""**.

2. **Search for Your Dataset**
   - Use any of the following to find your dataset:
     - Product name
     - Location
     - Dataset code
     - Dataset name

3. **Visualize the Dataset**
   - Once you find the dataset, click the **""Visualize Record""** button.

4. **Download the Dataset**
   - Click the **""Download""** button at the top right of your screen.

---

## Downloading a Dataset Using the DNEXT API (Python Example)

**Prerequisites:**
- Your DNEXT API token
- The dataset code (can be found in the datasets list under the ""Code"" column or on the dataset summary page)
- Python 3.x with `requests` and `pandas` installed

**Python Example:**

```python
import requests
import pandas as pd
from io import BytesIO
import time

def _get_task_status(task_id, token):
    my_headers = {
        'Authorization': 'Bearer ' + token,
        'Content-Type': 'application/json'
    }
    success = False
    wait_time = 2
    while not success and wait_time < 30:
        time.sleep(wait_time)
        status_res = requests.get(f'https://api.dnext.io/v1.0/tasks/{task_id}', headers=my_headers)
        try:
            success = status_res.json()['status'] == 'SUCCEEDED'
        except:
            wait_time += 1
            continue
        if not success:
            wait_time += 1
    return success

def download_dataset(code, token):
    my_headers = {
        'Authorization': 'Bearer ' + token,
        'Content-Type': 'application/json'
    }
    dl_url = f'https://api.dnext.io/v1.0/data/datasets/{code}/download'
    res = requests.post(dl_url, headers=my_headers)
    task_id = res.json()['task']['id']
    data_ready = _get_task_status(task_id, token)
    if data_ready:
        data_url = res.json()['result']['url']
        data_resp = requests.get(data_url)
        df = pd.read_csv(BytesIO(data_resp.content))
        # Optional: Filter by publication date if needed
        df['Publication Date'] = pd.to_datetime(df['Publication Date'], errors='coerce')
        df_filtered = df[df['Publication Date'].dt.year >= 2025]
    else:
        df_filtered = None
    return df_filtered

# Usage Example:
# df = download_dataset('<dataset_code>', '<your_token>')
```

**Notes:**
- Replace `<dataset_code>` and `<your_token>` with your actual dataset code and API token.
- The function returns a filtered DataFrame with records from 2025 onwards. Adjust filtering as needed.

---

**Common Pitfalls:**
- Ensure your API token is valid and has the necessary permissions.
- Make sure the dataset code is correct.
- If you encounter issues, check your network connection or API access rights.

---

If you need further assistance or encounter issues, please contact support@dnext.io.",CHAT,2026-01-22 04:09:53,N/A
121,1,hi,Hi there! 👋 How can I help you today? 😊,CHAT,2026-01-22 04:08:18,N/A
120,1,hello,Hello! 👋 How can I help you today? 😊,CASUAL,2026-01-22 03:58:23,2225
119,1,hi,Hi! I’m the Dnext customer support assistant. How can I help you today?,CHAT,2026-01-22 03:53:09,N/A
118,1,helo,Hello! I'm the Dnext customer support assistant. How can I help you today?,CHAT,2026-01-22 03:52:11,N/A
117,1,hi,Hi! I’m the Dnext customer support assistant. How can I help you today?,CHAT,2026-01-22 03:51:55,N/A
116,1,hi,Hi! I’m the Dnext customer support assistant. How can I help you today?,CHAT,2026-01-22 03:38:10,N/A
115,1,hello,Hello! I’m the Dnext customer support assistant. How can I help you today?,CHAT,2026-01-22 03:37:39,N/A
114,1,hello,Hello! I’m the Dnext customer support assistant. How can I help you today?,CHAT,2026-01-22 03:37:39,N/A
113,1,hi,Hi! I’m the Dnext customer support assistant. How can I help you today?,CHAT,2026-01-22 03:24:42,N/A
112,1,hi,Hi! I’m the Dnext customer support assistant. How can I help you today?,CHAT,2026-01-22 03:24:42,N/A
111,1,hello,Hello! I’m the Dnext customer support assistant. How can I help you today?,CHAT,2026-01-22 02:59:30,N/A
110,1,helo,Hello there! 👋 How can I help you today? 😊,CHAT,2026-01-22 02:52:13,N/A
108,1,helo,Hello there! 👋 How can I help you today? 😊,CHAT,2026-01-22 02:52:13,N/A
106,1,helo,Hello there! 👋 How can I help you today? 😊,CHAT,2026-01-22 02:52:13,N/A
104,1,helo,Hello there! 👋 How can I help you today? 😊,CHAT,2026-01-22 02:52:13,N/A
109,1,yo,Hey there! 👋 How can I help you today?,CHAT,2026-01-22 02:51:01,N/A
107,1,yo,Hey there! 👋 How can I help you today?,CHAT,2026-01-22 02:51:01,N/A
105,1,yo,Hey there! 👋 How can I help you today?,CHAT,2026-01-22 02:51:01,N/A
103,1,yo,Hey there! 👋 How can I help you today?,CHAT,2026-01-22 02:51:01,N/A
102,1,yo,Hey there! 👋 How can I help you today?,CHAT,2026-01-22 02:51:01,N/A
101,1,yo,Hey there! 👋 How can I help you today?,CHAT,2026-01-22 02:51:01,N/A
100,1,yo,Hey there! 👋 How can I help you today?,CHAT,2026-01-22 02:51:01,N/A
99,1,yo,Hey there! 👋 How can I help you today?,CHAT,2026-01-22 02:51:01,N/A
98,1,yo,Hey there! 👋 How can I help you today?,CHAT,2026-01-22 02:51:01,N/A
97,1,yo,Hey there! 👋 How can I help you today?,CHAT,2026-01-22 02:51:01,N/A
96,1,how to downlaod tradematrix,"To download a **TradeMatrix** from Dnext, follow these steps:

---

## Prerequisites

- **Active Dnext platform account**
- **API access token** (You can usually find this in your account settings)
- **TradeMatrix dataset code** (Locate this in the Dnext platform under the ""Code"" column or on the dataset summary page)
- **Python 3** with `requests` and `pandas` libraries installed

---

## Step-by-Step Guide: Downloading a TradeMatrix via API

### 1. Install Required Python Libraries

If you haven't already, install the required libraries:

```bash
pip install requests pandas
```

---

### 2. Prepare Your Download Script

Replace `<your_token>` and `<tradematrix_code>` with your actual API token and TradeMatrix code.

```python
import requests
import pandas as pd
from io import BytesIO
import time
import json

def _get_task_status(task_id, token):
    headers = {
        'Authorization': 'Bearer ' + token,
        'Content-Type': 'application/json'
    }
    success = False
    wait_time = 2
    while not success and wait_time < 30:
        time.sleep(wait_time)
        status_res = requests.get(f'https://api.dnext.io/v1.0/tasks/{task_id}', headers=headers)
        try:
            success = status_res.json()['status'] == 'SUCCEEDED'
        except:
            wait_time += 1
            continue
        if not success:
            wait_time += 1
    return success

def download_tradematrix(code, token):
    headers = {
        'Authorization': 'Bearer ' + token,
        'Content-Type': 'application/json'
    }
    data = {
        'intraflows': {'strategy': 'include'},   # Include intraflows
        'forecasts': {
            'strategy': 'include',
            'list': []  # Add forecast codes if needed, e.g. [""forecast_code""]
        },
        'row': True,
        'refresh': False,
        'format': 'csv',
    }
    dl_url = f'https://api.dnext.io/v1.0/fundamentals/tradeflows/{code}/download'
    res = requests.post(dl_url, headers=headers, data=json.dumps(data))
    task_id = res.json()['task']['id']
    data_ready = _get_task_status(task_id, token)
    if data_ready:
        data_url = res.json()['result']['url']
        data_resp = requests.get(data_url)
        df = pd.read_csv(BytesIO(data_resp.content))
        return df
    else:
        print(""Download failed or timed out."")
        return None

# Usage example:
# Replace with your actual token and TradeMatrix code
token = ""<your_token>""
tradematrix_code = ""<tradematrix_code>""

df = download_tradematrix(tradematrix_code, token)
if df is not None:
    print(df.head())
else:
    print(""No data downloaded."")
```

---

### 3. Run the Script

- The script will download your TradeMatrix as a pandas DataFrame.
- You can then save it to CSV or analyze it directly in Python.

---

## Common Pitfalls

- **Invalid token**: Ensure your API token is correct and active.
- **Incorrect TradeMatrix code**: Double-check the code from the Dnext platform.
- **Permissions**: Make sure your account has access to the TradeMatrix module.

---

**If you need help finding your API token or dataset code, or encounter access issues, please contact support@dnext.io.**",CHAT,2026-01-22 01:20:53,N/A
95,1,I'm having login issues,"Certainly! Here’s a step-by-step guide to resolve common login issues:

---

## Troubleshooting Login Issues

### **Prerequisites**
- Access to your account email
- Correct platform URL

---

### **Step-by-Step Solutions**

1. **Verify Platform URL**
   - Ensure you are using the correct login page for the platform.

2. **Check Credentials**
   - Double-check your username and password for typos.
   - If you recently changed your password, use the updated one.

3. **Password Reset**
   - If you forgot your password or see a password expired message:
     1. Click the **""Forgot Password""** link on the login page.
     2. Enter your registered email address.
     3. Check your inbox for a verification code from `no-reply@dnext.io`.
     4. Enter the code and follow the instructions to set a new password.
     5. Log in using your new password.

4. **Expired Credentials**
   - If your credentials have expired, follow the password reset process above.

5. **Browser Troubleshooting**
   - **Clear your browser cache and cookies**.
   - Try logging in using a different browser or device.

6. **VPN Issues**
   - If you are using a VPN, try disabling it. Some VPNs may block authentication requests.

---

### **If Issues Persist**
- If you still cannot log in after following these steps, please contact support@dnext.io with:
  - A description of the error message
  - The time of your login attempt

---

**Best Practices:**
- Use a strong, unique password.
- Keep your recovery email up to date.

---

Let me know if you need further assistance!",CHAT,2026-01-22 00:30:40,N/A
89,1,I'm having login issues,"Certainly! Here’s a step-by-step guide to resolve common login issues:

---

## Troubleshooting Login Issues

### **Prerequisites**
- Access to your account email
- Correct platform URL

---

### **Step-by-Step Solutions**

1. **Verify Platform URL**
   - Ensure you are using the correct login page for the platform.

2. **Check Credentials**
   - Double-check your username and password for typos.
   - If you recently changed your password, use the updated one.

3. **Password Reset**
   - If you forgot your password or see a password expired message:
     1. Click the **""Forgot Password""** link on the login page.
     2. Enter your registered email address.
     3. Check your inbox for a verification code from `no-reply@dnext.io`.
     4. Enter the code and follow the instructions to set a new password.
     5. Log in using your new password.

4. **Expired Credentials**
   - If your credentials have expired, follow the password reset process above.

5. **Browser Troubleshooting**
   - **Clear your browser cache and cookies**.
   - Try logging in using a different browser or device.

6. **VPN Issues**
   - If you are using a VPN, try disabling it. Some VPNs may block authentication requests.

---

### **If Issues Persist**
- If you still cannot log in after following these steps, please contact support@dnext.io with:
  - A description of the error message
  - The time of your login attempt

---

**Best Practices:**
- Use a strong, unique password.
- Keep your recovery email up to date.

---

Let me know if you need further assistance!",CHAT,2026-01-22 00:30:40,N/A
83,1,I'm having login issues,"Certainly! Here’s a step-by-step guide to resolve common login issues:

---

## Troubleshooting Login Issues

### **Prerequisites**
- Access to your account email
- Correct platform URL

---

### **Step-by-Step Solutions**

1. **Verify Platform URL**
   - Ensure you are using the correct login page for the platform.

2. **Check Credentials**
   - Double-check your username and password for typos.
   - If you recently changed your password, use the updated one.

3. **Password Reset**
   - If you forgot your password or see a password expired message:
     1. Click the **""Forgot Password""** link on the login page.
     2. Enter your registered email address.
     3. Check your inbox for a verification code from `no-reply@dnext.io`.
     4. Enter the code and follow the instructions to set a new password.
     5. Log in using your new password.

4. **Expired Credentials**
   - If your credentials have expired, follow the password reset process above.

5. **Browser Troubleshooting**
   - **Clear your browser cache and cookies**.
   - Try logging in using a different browser or device.

6. **VPN Issues**
   - If you are using a VPN, try disabling it. Some VPNs may block authentication requests.

---

### **If Issues Persist**
- If you still cannot log in after following these steps, please contact support@dnext.io with:
  - A description of the error message
  - The time of your login attempt

---

**Best Practices:**
- Use a strong, unique password.
- Keep your recovery email up to date.

---

Let me know if you need further assistance!",CHAT,2026-01-22 00:30:40,N/A
94,1,whats dnext,"**What is Dnext?**

**Dnext** is a data platform designed for accessing, visualizing, and downloading specialized datasets and trade matrices, particularly in the freight and shipping industry. The platform provides:

- **Comprehensive datasets** with detailed metadata
- **TradeMatrix tools** for analyzing trade flows
- **API access** for programmatic data downloads and integration

**Key Features:**
- Search and filter datasets by product name, location, code, or dataset name
- Visualize and download data directly from the web interface
- Download datasets and trade matrices using the Dnext API (with Python support)
- Support for custom onboarding, team training, and configuration

**Typical Use Cases:**
- Market analysis and freight rate benchmarking
- Trade flow and cargo movement analytics
- Integration of shipping data into your own systems via API

**Need More Help?**
If you have specific questions or need onboarding, team training, or custom configuration, please contact support@dnext.io.",CHAT,2026-01-22 00:30:04,N/A
93,1,hi,Hi there! 👋 How can I help you today? 😊,CHAT,2026-01-22 00:30:04,N/A
85,1,whats dnext,"**What is Dnext?**

**Dnext** is a data platform designed for accessing, visualizing, and downloading specialized datasets and trade matrices, particularly in the freight and shipping industry. The platform provides:

- **Comprehensive datasets** with detailed metadata
- **TradeMatrix tools** for analyzing trade flows
- **API access** for programmatic data downloads and integration

**Key Features:**
- Search and filter datasets by product name, location, code, or dataset name
- Visualize and download data directly from the web interface
- Download datasets and trade matrices using the Dnext API (with Python support)
- Support for custom onboarding, team training, and configuration

**Typical Use Cases:**
- Market analysis and freight rate benchmarking
- Trade flow and cargo movement analytics
- Integration of shipping data into your own systems via API

**Need More Help?**
If you have specific questions or need onboarding, team training, or custom configuration, please contact support@dnext.io.",CHAT,2026-01-22 00:30:04,N/A
84,1,hi,Hi there! 👋 How can I help you today? 😊,CHAT,2026-01-22 00:30:04,N/A
82,1,whats dnext,"**What is Dnext?**

**Dnext** is a data platform designed for accessing, visualizing, and downloading specialized datasets and trade matrices, particularly in the freight and shipping industry. The platform provides:

- **Comprehensive datasets** with detailed metadata
- **TradeMatrix tools** for analyzing trade flows
- **API access** for programmatic data downloads and integration

**Key Features:**
- Search and filter datasets by product name, location, code, or dataset name
- Visualize and download data directly from the web interface
- Download datasets and trade matrices using the Dnext API (with Python support)
- Support for custom onboarding, team training, and configuration

**Typical Use Cases:**
- Market analysis and freight rate benchmarking
- Trade flow and cargo movement analytics
- Integration of shipping data into your own systems via API

**Need More Help?**
If you have specific questions or need onboarding, team training, or custom configuration, please contact support@dnext.io.",CHAT,2026-01-22 00:30:04,N/A
81,1,hi,Hi there! 👋 How can I help you today? 😊,CHAT,2026-01-22 00:30:04,N/A
77,1,whats dnext,"**What is Dnext?**

**Dnext** is a data platform designed for accessing, visualizing, and downloading specialized datasets and trade matrices, particularly in the freight and shipping industry. The platform provides:

- **Comprehensive datasets** with detailed metadata
- **TradeMatrix tools** for analyzing trade flows
- **API access** for programmatic data downloads and integration

**Key Features:**
- Search and filter datasets by product name, location, code, or dataset name
- Visualize and download data directly from the web interface
- Download datasets and trade matrices using the Dnext API (with Python support)
- Support for custom onboarding, team training, and configuration

**Typical Use Cases:**
- Market analysis and freight rate benchmarking
- Trade flow and cargo movement analytics
- Integration of shipping data into your own systems via API

**Need More Help?**
If you have specific questions or need onboarding, team training, or custom configuration, please contact support@dnext.io.",CHAT,2026-01-22 00:30:04,N/A
76,1,hi,Hi there! 👋 How can I help you today? 😊,CHAT,2026-01-22 00:30:04,N/A
92,1,hello,Hello there! 👋 How can I help you today? 😊,CHAT,2026-01-22 00:29:35,N/A
91,1,hello,"Hello there! 👋 How can I help you today? If you need anything related to market data, forecasts, APIs, or just have a question about the Dnext platform, I’m here for you! 😊",CHAT,2026-01-22 00:29:35,N/A
90,1,How do I download a dataset?,"Certainly! Here’s how you can download a dataset from the platform:

---

## Downloading a Dataset via the Web Platform

**Prerequisites:**  
- Ensure you have access to the platform and are logged in.

**Steps:**

1. **Navigate to Datasets**
   - Go to the top-left menu and select **""Datasets""**.

2. **Search for Your Dataset**
   - Use one of the following to find your dataset:
     - Product name
     - Location
     - Dataset code
     - Dataset name

3. **Open the Dataset**
   - Once you locate the dataset, click the **""Visualize Record""** button.

4. **Download the Dataset**
   - Click the **""Download""** button at the top right of your screen.

**Tip:**  
- The visualization interface will show you details like the dataset code, description, and other metadata.

---

## Downloading a Dataset via the Dnext API (Python Example)

**Prerequisites:**  
- Python installed
- Your API token
- The dataset code (findable in the datasets list under the ""Code"" column or on the dataset summary page)

**Sample Code:**

```python
import requests
import pandas as pd
from io import BytesIO
import time

def _get_task_status(task_id, token):
    my_headers = {
        'Authorization': 'Bearer ' + token,
        'Content-Type': 'application/json'
    }
    success = False
    wait_time = 2
    while not success and wait_time < 30:
        time.sleep(wait_time)
        status_res = requests.get(f'https://api.dnext.io/v1.0/tasks/{task_id}', headers=my_headers)
        try:
            success = status_res.json()['status'] == 'SUCCEEDED'
        except:
            wait_time += 1
            continue
        if not success:
            wait_time += 1
    return success

def download_dataset(code, token):
    my_headers = {
        'Authorization': 'Bearer ' + token,
        'Content-Type': 'application/json'
    }
    dl_url = f'https://api.dnext.io/v1.0/data/datasets/{code}/download'
    res = requests.post(dl_url, headers=my_headers)
    task_id = res.json()['task']['id']
    data_ready = _get_task_status(task_id, token)
    if data_ready:
        data_url = res.json()['result']['url']
        data_resp = requests.get(data_url)
        df = pd.read_csv(BytesIO(data_resp.content))
        # Optional: filter by publication year if needed
        df['Publication Date'] = pd.to_datetime(df['Publication Date'], errors='coerce')
        df_filtered = df[df['Publication Date'].dt.year >= 2025]
    else:
        df_filtered = None
    return df_filtered

# Usage example:
# df = download_dataset('<dataset_code>', '<your_token>')
```

**Notes:**
- Replace `<dataset_code>` and `<your_token>` with your actual dataset code and API token.
- The function returns a DataFrame filtered for records published in 2025 or later.

---

**Common Pitfalls:**
- Ensure your API token is valid and has the necessary permissions.
- Double-check the dataset code for typos.
- If you encounter issues or need access, please contact support@dnext.io

---

Let me know if you need help with a specific dataset or further details!",CHAT,2026-01-22 00:29:35,N/A
88,1,hello,Hello there! 👋 How can I help you today? 😊,CHAT,2026-01-22 00:29:35,N/A
87,1,hello,"Hello there! 👋 How can I help you today? If you need anything related to market data, forecasts, APIs, or just have a question about the Dnext platform, I’m here for you! 😊",CHAT,2026-01-22 00:29:35,N/A
86,1,How do I download a dataset?,"Certainly! Here’s how you can download a dataset from the platform:

---

## Downloading a Dataset via the Web Platform

**Prerequisites:**  
- Ensure you have access to the platform and are logged in.

**Steps:**

1. **Navigate to Datasets**
   - Go to the top-left menu and select **""Datasets""**.

2. **Search for Your Dataset**
   - Use one of the following to find your dataset:
     - Product name
     - Location
     - Dataset code
     - Dataset name

3. **Open the Dataset**
   - Once you locate the dataset, click the **""Visualize Record""** button.

4. **Download the Dataset**
   - Click the **""Download""** button at the top right of your screen.

**Tip:**  
- The visualization interface will show you details like the dataset code, description, and other metadata.

---

## Downloading a Dataset via the Dnext API (Python Example)

**Prerequisites:**  
- Python installed
- Your API token
- The dataset code (findable in the datasets list under the ""Code"" column or on the dataset summary page)

**Sample Code:**

```python
import requests
import pandas as pd
from io import BytesIO
import time

def _get_task_status(task_id, token):
    my_headers = {
        'Authorization': 'Bearer ' + token,
        'Content-Type': 'application/json'
    }
    success = False
    wait_time = 2
    while not success and wait_time < 30:
        time.sleep(wait_time)
        status_res = requests.get(f'https://api.dnext.io/v1.0/tasks/{task_id}', headers=my_headers)
        try:
            success = status_res.json()['status'] == 'SUCCEEDED'
        except:
            wait_time += 1
            continue
        if not success:
            wait_time += 1
    return success

def download_dataset(code, token):
    my_headers = {
        'Authorization': 'Bearer ' + token,
        'Content-Type': 'application/json'
    }
    dl_url = f'https://api.dnext.io/v1.0/data/datasets/{code}/download'
    res = requests.post(dl_url, headers=my_headers)
    task_id = res.json()['task']['id']
    data_ready = _get_task_status(task_id, token)
    if data_ready:
        data_url = res.json()['result']['url']
        data_resp = requests.get(data_url)
        df = pd.read_csv(BytesIO(data_resp.content))
        # Optional: filter by publication year if needed
        df['Publication Date'] = pd.to_datetime(df['Publication Date'], errors='coerce')
        df_filtered = df[df['Publication Date'].dt.year >= 2025]
    else:
        df_filtered = None
    return df_filtered

# Usage example:
# df = download_dataset('<dataset_code>', '<your_token>')
```

**Notes:**
- Replace `<dataset_code>` and `<your_token>` with your actual dataset code and API token.
- The function returns a DataFrame filtered for records published in 2025 or later.

---

**Common Pitfalls:**
- Ensure your API token is valid and has the necessary permissions.
- Double-check the dataset code for typos.
- If you encounter issues or need access, please contact support@dnext.io

---

Let me know if you need help with a specific dataset or further details!",CHAT,2026-01-22 00:29:35,N/A
80,1,hello,Hello there! 👋 How can I help you today? 😊,CHAT,2026-01-22 00:29:35,N/A
79,1,hello,"Hello there! 👋 How can I help you today? If you need anything related to market data, forecasts, APIs, or just have a question about the Dnext platform, I’m here for you! 😊",CHAT,2026-01-22 00:29:35,N/A
